,id_mutation,date_mutation,prix,type_local,nb_dépendances,surface_réelle,surface_carrez,nb_pièces_principales,prix_au_m2_carrez,prix_au_m2_réel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
28355,2018-762053,2018-09-19,475000.0,Appartement,0.0,63.0,60.34,3.0,7872.0,7540.0,136.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000AG0019,2.337042,48.89574
28356,2018-762054,2018-09-21,465000.0,Appartement,0.0,62.0,58.4,3.0,7962.0,7500.0,135.0,RUE DE CLIGNANCOURT,2118,75018.0,75118,Paris 18e Arrondissement,75,75118000BF0084,2.34864,48.894662
28357,2018-762055,2018-09-12,420000.0,Appartement,0.0,56.0,,3.0,,7500.0,6.0,RUE DEJEAN,2651,75018.0,75118,Paris 18e Arrondissement,75,75118000BT0079,2.350521,48.887494
28358,2018-762056,2018-09-14,245000.0,Appartement,0.0,34.0,29.87,2.0,8202.0,7206.0,4.0,RUE DU POLE NORD,7574,75018.0,75118,Paris 18e Arrondissement,75,75118000AX0094,2.339002,48.893951
28359,2018-762057,2018-09-07,900000.0,Appartement,0.0,89.0,100.67,4.0,8940.0,10112.0,5.0,VLA MONTCALM,6464,75018.0,75118,Paris 18e Arrondissement,75,75118000AW0137,2.336703,48.893216
28360,2018-762058,2018-09-24,300000.0,Appartement,0.0,33.0,32.04,2.0,9363.0,9091.0,18.0,RUE ANDRE DEL SARTE,0321,75018.0,75118,Paris 18e Arrondissement,75,75118000BS0010,2.34572,48.886088
28362,2018-762059,2018-09-14,316000.0,Appartement,0.0,42.0,37.61,1.0,8402.0,7524.0,69.0,RUE BELLIARD,0838,75018.0,75118,Paris 18e Arrondissement,75,75118000BD0107,2.343194,48.897109
28363,2018-762060,2018-09-14,107000.0,Appartement,0.0,12.0,12.02,1.0,8902.0,8917.0,2.0,RUE EUGENE CARRIERE,3407,75018.0,75118,Paris 18e Arrondissement,75,75118000AT0175,2.332095,48.888637
28364,2018-762061,2018-09-25,336216.0,Appartement,0.0,35.0,36.53,2.0,9204.0,9606.0,12.0,RUE GUSTAVE ROUANET,4426,75018.0,75118,Paris 18e Arrondissement,75,75118000AY0066,2.340625,48.896686
28365,2018-762062,2018-09-26,300000.0,Appartement,0.0,32.0,32.55,2.0,9217.0,9375.0,11.0,RUE DU BAIGNEUR,0628,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0102,2.344512,48.889919
28366,2018-762063,2018-09-26,136950.0,Appartement,0.0,16.0,17.89,1.0,7655.0,8559.0,20.0,RUE LEON,5524,75018.0,75118,Paris 18e Arrondissement,75,75118000CF0125,2.353698,48.887955
28367,2018-762064,2018-09-21,499200.0,Appartement,0.0,61.0,60.1,3.0,8306.0,8184.0,10.0,RUE DU BAIGNEUR,0628,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0056,2.343891,48.89032
28368,2018-762065,2018-09-20,355927.0,Appartement,0.0,34.0,35.64,2.0,9987.0,10468.0,20.0,RUE DUHESME,2974,75018.0,75118,Paris 18e Arrondissement,75,75118000AV0078,2.338842,48.890753
28369,2018-762066,2018-09-27,246800.0,Appartement,0.0,32.0,,2.0,,7712.0,73.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000BE0050,2.344471,48.895694
28370,2018-762067,2018-08-31,53846.0,Appartement,0.0,21.0,25.0,1.0,2154.0,2564.0,14.0,BD DE CLICHY,2113,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0116,2.338429,48.882589
28371,2018-762067,2018-08-31,46154.0,Appartement,0.0,18.0,25.0,1.0,1846.0,2564.0,14.0,BD DE CLICHY,2113,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0116,2.338429,48.882589
28372,2018-762068,2018-09-14,354000.0,Appartement,0.0,37.0,37.29,2.0,9493.0,9568.0,88.0,RUE DAMREMONT,2534,75018.0,75118,Paris 18e Arrondissement,75,75118000AW0116,2.335947,48.892587
28373,2018-762069,2018-09-21,136800.0,Appartement,0.0,21.0,21.54,1.0,6351.0,6514.0,30.0,RUE LEON,5524,75018.0,75118,Paris 18e Arrondissement,75,75118000CF0153,2.353688,48.88865
28375,2018-762071,2018-09-18,204633.0,Appartement,0.0,25.0,33.11,1.0,6180.0,8185.0,173.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000AG0051,2.334926,48.894303
28376,2018-762072,2018-09-17,270000.0,Appartement,0.0,32.0,29.16,1.0,9259.0,8438.0,112.0,RUE DE CLIGNANCOURT,2118,75018.0,75118,Paris 18e Arrondissement,75,75118000BV0017,2.349654,48.892856
28377,2018-762073,2018-09-07,815300.0,Appartement,0.0,90.0,87.73,3.0,9293.0,9059.0,23.0,RUE SIMART,8976,75018.0,75118,Paris 18e Arrondissement,75,75118000BJ0078,2.347426,48.89077
28378,2018-762074,2018-09-11,472450.0,Appartement,0.0,42.0,43.5,2.0,10861.0,11249.0,36.0,RUE VERON,9700,75018.0,75118,Paris 18e Arrondissement,75,75118000AS0184,2.335335,48.885144
28379,2018-762075,2018-09-07,214000.0,Appartement,0.0,29.0,29.04,2.0,7369.0,7379.0,34.0,RUE STEPHENSON,9092,75018.0,75118,Paris 18e Arrondissement,75,75118000CJ0011,2.356808,48.887251
28380,2018-762076,2018-09-11,413700.0,Appartement,0.0,55.0,45.63,2.0,9066.0,7522.0,12.0,RUE LAGILLE,5263,75018.0,75118,Paris 18e Arrondissement,75,75118000AH0006,2.328486,48.893932
28385,2018-762080,2018-09-05,545000.0,Appartement,0.0,54.0,54.01,3.0,10091.0,10093.0,29.0,RUE CUSTINE,2496,75018.0,75118,Paris 18e Arrondissement,75,75118000BL0071,2.345612,48.888914
28386,2018-762081,2018-09-07,205000.0,Appartement,0.0,25.0,24.26,1.0,8450.0,8200.0,69.0,RUE MARX DORMOY,6149,75018.0,75118,Paris 18e Arrondissement,75,75118000CK0054,2.359112,48.88966
28387,2018-762082,2018-09-13,246.0,Appartement,0.0,30.0,,2.0,,8.0,155.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000AV0043,2.338003,48.891093
28388,2018-762082,2018-09-13,254.0,Appartement,0.0,31.0,,2.0,,8.0,155.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000AV0043,2.338003,48.891093
28389,2018-762083,2018-09-27,339000.0,Appartement,0.0,36.0,36.38,2.0,9318.0,9417.0,81.0,RUE BELLIARD,0838,75018.0,75118,Paris 18e Arrondissement,75,75118000AY0062,2.341672,48.896936
28390,2018-762084,2018-09-18,560550.0,Appartement,0.0,38.0,46.6,2.0,12029.0,14751.0,42.0,BD ROCHECHOUART,8288,75018.0,75118,Paris 18e Arrondissement,75,75118000BR0043,2.346275,48.883636
28391,2018-762085,2018-09-24,190000.0,Appartement,0.0,36.0,29.39,3.0,6465.0,5278.0,7.0,RUE DU ROI D ALGER,8314,75018.0,75118,Paris 18e Arrondissement,75,75118000BF0043,2.347111,48.895443
28392,2018-762086,2018-09-19,1121000.0,Appartement,0.0,70.0,94.35,4.0,11881.0,16014.0,110.0,RUE CAULAINCOURT,1614,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0171,2.341177,48.889575
28393,2018-762087,2018-09-25,942323.0,Appartement,0.0,90.0,98.45,4.0,9572.0,10470.0,6.0,SQ DE CLIGNANCOURT,2119,75018.0,75118,Paris 18e Arrondissement,75,75118000BG0064,2.346891,48.892602
28397,2018-762089,2018-09-20,392850.0,Appartement,0.0,45.0,37.62,3.0,10443.0,8730.0,16.0,RUE HERMEL,4617,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0075,2.344475,48.890772
28399,2018-762091,2018-09-12,330337.0,Appartement,0.0,24.0,62.9,1.0,5252.0,13764.0,8.0,PL CHARLES DULLIN,1827,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0054,2.342565,48.88315
28400,2018-762091,2018-09-12,454213.0,Appartement,0.0,33.0,62.9,1.0,7221.0,13764.0,8.0,PL CHARLES DULLIN,1827,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0054,2.342565,48.88315
28401,2018-762092,2018-09-26,712000.0,Appartement,0.0,73.0,74.75,3.0,9525.0,9753.0,149.0,RUE BELLIARD,0838,75018.0,75118,Paris 18e Arrondissement,75,75118000AG0001,2.333499,48.895992
28404,2018-762094,2018-09-26,340000.0,Appartement,0.0,45.0,45.36,3.0,7496.0,7556.0,71.0,BD ORNANO,6946,75018.0,75118,Paris 18e Arrondissement,75,75118000BD0064,2.344776,48.896874
28407,2018-762096,2018-09-27,741350.0,Appartement,0.0,74.0,75.5,3.0,9819.0,10018.0,19.0,RUE DES CLOYS,2157,75018.0,75118,Paris 18e Arrondissement,75,75118000AW0033,2.339515,48.892461
28408,2018-762097,2018-09-25,162000.0,Appartement,0.0,15.0,16.45,1.0,9848.0,10800.0,6.0,BD DE CLICHY,2113,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0112,2.339188,48.882501
28411,2018-762099,2018-09-26,305000.0,Appartement,0.0,20.0,26.04,1.0,11713.0,15250.0,94.0,RUE DES MARTYRS,6147,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0007,2.339946,48.883998
28412,2018-762100,2018-09-18,37000.0,Appartement,0.0,7.0,6.5,1.0,5692.0,5286.0,46.0,AV DE SAINT OUEN,8718,75018.0,75118,Paris 18e Arrondissement,75,75118000AL0182,2.326731,48.89021
28415,2018-762102,2018-09-06,495316.0,Appartement,0.0,48.0,50.74,3.0,9762.0,10319.0,18.0,RUE FERDINAND FLOCON,3587,75018.0,75118,Paris 18e Arrondissement,75,75118000BJ0041,2.34632,48.891824
28416,2018-762103,2018-09-13,252000.0,Appartement,0.0,35.0,22.01,1.0,11449.0,7200.0,34.0,RUE BERTHE,0911,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0017,2.339388,48.885809
28417,2018-762104,2018-09-28,878250.0,Appartement,0.0,68.0,64.3,3.0,13659.0,12915.0,85.0,RUE LEPIC,5595,75018.0,75118,Paris 18e Arrondissement,75,75118000AU0083,2.33749,48.887341
28420,2018-762106,2018-09-11,116000.0,Appartement,0.0,18.0,13.82,1.0,8394.0,6444.0,3.0,RUE DES ROSES,8365,75018.0,75118,Paris 18e Arrondissement,75,75118000CZ0055,2.362853,48.893066
28421,2018-762107,2018-10-01,374000.0,Appartement,0.0,40.0,39.34,2.0,9507.0,9350.0,16.0,RUE GANNERON,3944,75018.0,75118,Paris 18e Arrondissement,75,75118000AO0087,2.327651,48.886295
28422,2018-762108,2018-09-24,360000.0,Appartement,0.0,35.0,37.83,2.0,9516.0,10286.0,76.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000BJ0083,2.347152,48.890636
28423,2018-762109,2018-10-02,273000.0,Appartement,0.0,36.0,32.04,2.0,8521.0,7583.0,1.0,RUE VERSIGNY,9708,75018.0,75118,Paris 18e Arrondissement,75,75118000BH0059,2.345046,48.894231
28424,2018-762110,2018-10-02,187751.0,Appartement,0.0,23.0,22.0,2.0,8534.0,8163.0,100.0,RUE DU POTEAU,7755,75018.0,75118,Paris 18e Arrondissement,75,75118000AY0006,2.338296,48.89725
28425,2018-762111,2018-09-20,660000.0,Appartement,0.0,78.0,77.01,3.0,8570.0,8462.0,25.0,RUE VAUVENARGUES,9628,75018.0,75118,Paris 18e Arrondissement,75,75118000AI0018,2.33266,48.893165
28426,2018-762112,2018-09-07,600000.0,Appartement,0.0,55.0,57.22,3.0,10486.0,10909.0,37.0,RUE RAMEY,8014,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0123,2.346101,48.889165
28428,2018-762114,2018-10-02,540000.0,Appartement,0.0,67.0,66.91,3.0,8071.0,8060.0,135.0,RUE DE CLIGNANCOURT,2118,75018.0,75118,Paris 18e Arrondissement,75,75118000BF0084,2.34864,48.894662
28431,2018-762117,2018-09-28,1479300.0,Appartement,0.0,130.0,101.46,3.0,14580.0,11379.0,54.0,RUE JOSEPH DE MAISTRE,5010,75018.0,75118,Paris 18e Arrondissement,75,75118000AK0111,2.331733,48.889706
28432,2018-762118,2018-09-05,200000.0,Appartement,0.0,27.0,27.89,1.0,7171.0,7407.0,7.0,RUE CHRISTIANI,2027,75018.0,75118,Paris 18e Arrondissement,75,75118000BS0070,2.34881,48.885128
28433,2018-762119,2018-09-26,310000.0,Appartement,0.0,39.0,,3.0,,7949.0,21.0,RUE CUSTINE,2496,75018.0,75118,Paris 18e Arrondissement,75,75118000BT0002,2.347091,48.88842
28434,2018-762120,2018-09-18,430000.0,Appartement,0.0,38.0,40.26,2.0,10681.0,11316.0,77.0,RUE LAMARCK,5288,75018.0,75118,Paris 18e Arrondissement,75,75118000AV0142,2.336433,48.89003
28435,2018-762121,2018-09-18,400000.0,Appartement,0.0,37.0,37.92,2.0,10549.0,10811.0,46.0,RUE D ORSEL,6955,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0029,2.342325,48.883759
28436,2018-762122,2018-09-27,530000.0,Appartement,0.0,39.0,47.13,3.0,11245.0,13590.0,15.0,RUE BURQ,1392,75018.0,75118,Paris 18e Arrondissement,75,75118000AS0063,2.336339,48.886638
28437,2018-762123,2018-09-28,118000.0,Appartement,0.0,12.0,12.02,1.0,9817.0,9833.0,10.0,RUE PUGET,7880,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0181,2.333815,48.884013
28441,2018-762126,2018-09-18,257000.0,Appartement,0.0,33.0,33.96,1.0,7568.0,7788.0,9.0,RUE DE LA GUADELOUPE,4355,75018.0,75118,Paris 18e Arrondissement,75,75118000DA0083,2.361845,48.890532
28442,2018-762127,2018-09-28,395900.0,Appartement,0.0,45.0,36.7,2.0,10787.0,8798.0,50.0,RUE DAMREMONT,2534,75018.0,75118,Paris 18e Arrondissement,75,75118000AK0041,2.334436,48.890049
28443,2018-762128,2018-09-27,95000.0,Appartement,0.0,20.0,18.32,1.0,5186.0,4750.0,8.0,IMP DE LA DEFENSE,2641,75018.0,75118,Paris 18e Arrondissement,75,75118000AO0070,2.327518,48.885371
28445,2018-762129,2018-09-28,830000.0,Appartement,0.0,101.0,101.96,4.0,8140.0,8218.0,102.0,RUE ORDENER,6918,75018.0,75118,Paris 18e Arrondissement,75,75118000BH0112,2.34149,48.893292
28449,2018-762132,2018-09-14,205000.0,Appartement,0.0,34.0,36.62,2.0,5598.0,6029.0,8.0,RUE GUSTAVE ROUANET,4426,75018.0,75118,Paris 18e Arrondissement,75,75118000AY0066,2.340625,48.896686
28450,2018-762133,2018-09-17,660000.0,Appartement,0.0,66.0,66.31,3.0,9953.0,10000.0,17.0,RUE COYSEVOX,2418,75018.0,75118,Paris 18e Arrondissement,75,75118000AJ0046,2.32957,48.891889
28451,2018-762134,2018-09-21,180000.0,Appartement,0.0,43.0,46.78,3.0,3848.0,4186.0,17.0,RUE CUSTINE,2496,75018.0,75118,Paris 18e Arrondissement,75,75118000BT0050,2.348118,48.888049
28452,2018-762135,2018-09-27,320000.0,Appartement,0.0,45.0,43.5,3.0,7356.0,7111.0,131.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0003,2.341,48.891101
28453,2018-762136,2018-09-21,294000.0,Appartement,0.0,31.0,31.46,2.0,9345.0,9484.0,45.0,RUE DE CLIGNANCOURT,2118,75018.0,75118,Paris 18e Arrondissement,75,75118000BS0038,2.347209,48.886586
28454,2018-762137,2018-09-13,260000.0,Appartement,0.0,31.0,29.92,2.0,8690.0,8387.0,58.0,RUE DU MONT CENIS,6467,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0068,2.343791,48.890897
28455,2018-762138,2018-09-10,395599.0,Appartement,0.0,38.0,,1.0,,10410.0,50.0,RUE DUHESME,2974,75018.0,75118,Paris 18e Arrondissement,75,75118000BI0076,2.341209,48.89218
28456,2018-762138,2018-09-10,395599.0,Appartement,0.0,38.0,,1.0,,10410.0,50.0,RUE DUHESME,2974,75018.0,75118,Paris 18e Arrondissement,75,75118000BI0076,2.341209,48.89218
28457,2018-762138,2018-09-10,1093102.0,Appartement,0.0,105.0,,3.0,,10410.0,50.0,RUE DUHESME,2974,75018.0,75118,Paris 18e Arrondissement,75,75118000BI0076,2.341209,48.89218
28460,2018-762139,2018-09-20,94000.0,Appartement,0.0,12.0,10.27,1.0,9153.0,7833.0,99.0,RUE DE CLIGNANCOURT,2118,75018.0,75118,Paris 18e Arrondissement,75,75118000BJ0064,2.348235,48.891175
28462,2018-762140,2018-09-21,381642.0,Appartement,0.0,63.0,63.33,3.0,6026.0,6058.0,94.0,RUE DE CLIGNANCOURT,2118,75018.0,75118,Paris 18e Arrondissement,75,75118000BV0097,2.34893,48.891196
28463,2018-762141,2018-09-27,200000.0,Appartement,0.0,27.0,24.73,2.0,8087.0,7407.0,10.0,RUE BOUCRY,1139,75018.0,75118,Paris 18e Arrondissement,75,75118000CW0011,2.36233,48.893971
28464,2018-762142,2018-09-21,278341.0,Appartement,0.0,43.0,44.6,2.0,6241.0,6473.0,102.0,RUE LEPIC,5595,75018.0,75118,Paris 18e Arrondissement,75,75118000AS0086,2.337731,48.886932
28465,2018-762143,2018-09-27,118000.0,Appartement,0.0,14.0,13.96,1.0,8453.0,8429.0,74.0,RUE MARX DORMOY,6149,75018.0,75118,Paris 18e Arrondissement,75,75118000DD0029,2.360219,48.889613
28466,2018-762144,2018-09-12,646000.0,Appartement,0.0,64.0,64.6,2.0,10000.0,10094.0,61.0,RUE MONTCALM,6463,75018.0,75118,Paris 18e Arrondissement,75,75118000AX0102,2.34039,48.894613
28467,2018-762145,2018-09-27,506500.0,Appartement,0.0,58.0,50.88,3.0,9955.0,8733.0,108.0,RUE ORDENER,6918,75018.0,75118,Paris 18e Arrondissement,75,75118000BH0120,2.340802,48.89337
28468,2018-762146,2018-09-28,180000.0,Appartement,0.0,22.0,,2.0,,8182.0,10.0,PAS COTTIN,2369,75018.0,75118,Paris 18e Arrondissement,75,75118000BL0034,2.345967,48.887859
28469,2018-762147,2018-09-28,287000.0,Appartement,0.0,36.0,41.09,2.0,6985.0,7972.0,80.0,BD ORNANO,6946,75018.0,75118,Paris 18e Arrondissement,75,75118000BD0032,2.345397,48.89717
28470,2018-762148,2018-09-28,500000.0,Appartement,0.0,67.0,61.99,3.0,8066.0,7463.0,6.0,RUE LEIBNIZ,5488,75018.0,75118,Paris 18e Arrondissement,75,75118000AF0292,2.336802,48.896984
28472,2018-762149,2018-10-01,265000.0,Appartement,0.0,22.0,26.58,1.0,9970.0,12045.0,9.0,RUE DU BAIGNEUR,0628,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0101,2.344705,48.889943
28473,2018-762150,2018-09-18,408000.0,Appartement,0.0,38.0,,2.0,,10737.0,53.0,RUE EUGENE CARRIERE,3407,75018.0,75118,Paris 18e Arrondissement,75,75118000AI0071,2.333374,48.892291
28474,2018-762150,2018-09-18,440211.0,Appartement,0.0,41.0,116.71,2.0,3772.0,10737.0,53.0,RUE EUGENE CARRIERE,3407,75018.0,75118,Paris 18e Arrondissement,75,75118000AI0071,2.333374,48.892291
28475,2018-762150,2018-09-18,375789.0,Appartement,0.0,35.0,116.71,2.0,3220.0,10737.0,53.0,RUE EUGENE CARRIERE,3407,75018.0,75118,Paris 18e Arrondissement,75,75118000AI0071,2.333374,48.892291
28477,2018-762151,2018-09-28,439870.0,Appartement,0.0,36.0,40.08,2.0,10975.0,12219.0,31.0,RUE FRANCOEUR,3791,75018.0,75118,Paris 18e Arrondissement,75,75118000AV0071,2.339876,48.890896
28478,2018-762152,2018-09-21,680000.0,Appartement,0.0,82.0,85.31,5.0,7971.0,8293.0,115.0,RUE DAMREMONT,2534,75018.0,75118,Paris 18e Arrondissement,75,75118000AG0024,2.337586,48.895818
28479,2018-762153,2018-09-28,483600.0,Appartement,0.0,60.0,59.03,3.0,8192.0,8060.0,43.0,BD NEY,6743,75018.0,75118,Paris 18e Arrondissement,75,75118000BD0002,2.342837,48.897619
28480,2018-762154,2018-09-19,436900.0,Appartement,0.0,36.0,38.79,2.0,11263.0,12136.0,6.0,RUE RAVIGNAN,8055,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0153,2.338041,48.885303
28484,2018-762157,2018-09-28,260000.0,Appartement,0.0,30.0,30.94,2.0,8403.0,8667.0,19.0,RUE BACHELET,0624,75018.0,75118,Paris 18e Arrondissement,75,75118000BL0006,2.344415,48.888859
28485,2018-762158,2018-09-26,300000.0,Appartement,0.0,26.0,26.89,2.0,11157.0,11538.0,4.0,RUE CHAPPE,1773,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0065,2.341824,48.884303
28487,2018-762160,2018-09-20,500000.0,Appartement,0.0,47.0,46.58,3.0,10734.0,10638.0,22.0,RUE CUSTINE,2496,75018.0,75118,Paris 18e Arrondissement,75,75118000BU0158,2.347559,48.888698
28488,2018-762161,2018-09-26,474000.0,Appartement,0.0,48.0,,3.0,,9875.0,6.0,RUE HOUDON,4676,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0121,2.338527,48.882773
28489,2018-762162,2018-09-14,392000.0,Appartement,0.0,35.0,37.05,2.0,10580.0,11200.0,2.0,RUE CYRANO DE BERGERAC,2506,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0028,2.342265,48.890337
28490,2018-762163,2018-09-26,858000.0,Appartement,0.0,87.0,86.24,4.0,9949.0,9862.0,9.0,RUE DE LA GUADELOUPE,4355,75018.0,75118,Paris 18e Arrondissement,75,75118000DA0083,2.361845,48.890532
28492,2018-762164,2018-10-01,856200.0,Appartement,0.0,56.0,70.21,3.0,12195.0,15289.0,4.0,RUE DES ABBESSES,0020,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0003,2.339411,48.884035
28493,2018-762165,2018-09-25,267900.0,Appartement,0.0,28.0,32.25,1.0,8307.0,9568.0,8.0,RUE FEUTRIER,3632,75018.0,75118,Paris 18e Arrondissement,75,75118000BS0031,2.346835,48.886212
28494,2018-762166,2018-09-28,210000.0,Appartement,0.0,25.0,22.01,2.0,9541.0,8400.0,4.0,IMP LETORT,5629,75018.0,75118,Paris 18e Arrondissement,75,75118000BE0122,2.343777,48.895359
28495,2018-762167,2018-09-21,220000.0,Appartement,0.0,33.0,33.9,2.0,6490.0,6667.0,8.0,RUE DE SUEZ,9112,75018.0,75118,Paris 18e Arrondissement,75,75118000CG0009,2.351883,48.887556
28497,2018-762169,2018-10-03,438000.0,Appartement,0.0,60.0,60.83,2.0,7200.0,7300.0,64.0,RUE VAUVENARGUES,9628,75018.0,75118,Paris 18e Arrondissement,75,75118000AE0129,2.330877,48.896309
28498,2018-762170,2018-09-26,440000.0,Appartement,0.0,36.0,40.11,3.0,10970.0,12222.0,6.0,RUE DES TROIS FRERES,9462,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0022,2.341823,48.883875
28499,2018-762171,2018-09-25,315000.0,Appartement,0.0,33.0,32.76,2.0,9615.0,9545.0,15.0,RUE SIMART,8976,75018.0,75118,Paris 18e Arrondissement,75,75118000BJ0072,2.348011,48.890547
28500,2018-762172,2018-10-05,64000.0,Appartement,0.0,7.0,8.02,1.0,7980.0,9143.0,29.0,BD ORNANO,6946,75018.0,75118,Paris 18e Arrondissement,75,75118000BF0132,2.347304,48.894007
28501,2018-762173,2018-10-05,438100.0,Appartement,0.0,84.0,82.73,5.0,5296.0,5215.0,170.0,RUE ORDENER,6918,75018.0,75118,Paris 18e Arrondissement,75,75118000AG0051,2.334926,48.894303
28502,2018-762174,2018-09-14,140000.0,Appartement,0.0,11.0,11.94,1.0,11725.0,12727.0,11.0,RUE DES TROIS FRERES,9462,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0114,2.341169,48.88423
28503,2018-762175,2018-09-27,115000.0,Appartement,0.0,30.0,17.6,2.0,6534.0,3833.0,16.0,RUE JEAN ROBERT,4947,75018.0,75118,Paris 18e Arrondissement,75,75118000CK0031,2.358527,48.8899
28504,2018-762176,2018-10-03,441000.0,Appartement,0.0,55.0,54.04,2.0,8161.0,8018.0,7.0,RUE TOURLAQUE,9374,75018.0,75118,Paris 18e Arrondissement,75,75118000AT0146,2.333025,48.88755
28505,2018-762177,2018-09-15,392650.0,Appartement,0.0,39.0,40.33,2.0,9736.0,10068.0,217.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000AI0001,2.33038,48.893503
28506,2018-762178,2018-09-21,132000.0,Appartement,0.0,49.0,50.75,3.0,2601.0,2694.0,32.0,RUE LEPIC,5595,75018.0,75118,Paris 18e Arrondissement,75,75118000AS0199,2.334824,48.885557
28508,2018-762180,2018-09-28,839000.0,Appartement,0.0,74.0,75.09,4.0,11173.0,11338.0,51.0,RUE DU MONT CENIS,6467,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0046,2.342891,48.890234
28509,2018-762181,2018-09-28,300000.0,Appartement,0.0,40.0,42.73,2.0,7021.0,7500.0,110.0,BD DE LA CHAPELLE,1765,75018.0,75118,Paris 18e Arrondissement,75,75118000CH0155,2.351059,48.88422
28510,2018-762182,2018-09-28,5000.0,Appartement,0.0,33.0,,2.0,,152.0,10.0,RUE YVONNE LE TAC,9991,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0120,2.340575,48.884284
28511,2018-762183,2018-09-28,1500.0,Appartement,0.0,38.0,,2.0,,39.0,16.0,RUE DES ROSES,8365,75018.0,75118,Paris 18e Arrondissement,75,75118000CZ0025,2.362048,48.893506
28512,2018-762184,2018-09-10,242000.0,Appartement,0.0,23.0,20.6,2.0,11748.0,10522.0,19.0,RUE MONTCALM,6463,75018.0,75118,Paris 18e Arrondissement,75,75118000AW0125,2.336922,48.892804
28513,2018-762185,2018-09-27,115000.0,Appartement,0.0,17.0,15.2,1.0,7566.0,6765.0,7.0,IMP ST FRANCOIS,8614,75018.0,75118,Paris 18e Arrondissement,75,75118000BD0081,2.344377,48.896337
28514,2018-762186,2018-09-21,390000.0,Appartement,0.0,33.0,36.25,2.0,10759.0,11818.0,8.0,RUE RAVIGNAN,8055,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0155,2.338196,48.885445
28516,2018-762188,2018-09-12,280000.0,Appartement,0.0,13.0,26.0,1.0,10769.0,21538.0,21.0,RUE ANDRE ANTOINE,0315,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0058,2.337522,48.883703
28517,2018-762189,2018-09-27,135000.0,Appartement,0.0,16.0,16.02,1.0,8427.0,8438.0,24.0,RUE DOUDEAUVILLE,2921,75018.0,75118,Paris 18e Arrondissement,75,75118000CK0007,2.356478,48.888993
28518,2018-762190,2018-10-01,83000.0,Appartement,0.0,9.0,10.32,1.0,8043.0,9222.0,8.0,RUE FERDINAND FLOCON,3587,75018.0,75118,Paris 18e Arrondissement,75,75118000BJ0026,2.346042,48.891248
28519,2018-762191,2018-09-27,575000.0,Appartement,0.0,51.0,50.7,2.0,11341.0,11275.0,32.0,RUE LAMARCK,5288,75018.0,75118,Paris 18e Arrondissement,75,75118000BL0008,2.34428,48.888691
28520,2018-762192,2018-10-01,385000.0,Appartement,0.0,40.0,42.35,3.0,9091.0,9625.0,39.0,RUE DE CLIGNANCOURT,2118,75018.0,75118,Paris 18e Arrondissement,75,75118000BS0041,2.347113,48.886231
28521,2018-762193,2018-09-20,250000.0,Appartement,0.0,24.0,22.79,2.0,10970.0,10417.0,32.0,RUE CUSTINE,2496,75018.0,75118,Paris 18e Arrondissement,75,75118000BU0165,2.346921,48.888848
