,id_mutation,date_mutation,prix,type_local,nb_dépendances,surface_reelle_bati,surface_carrez,nombre_pieces_principales,prix_au_m2_carrez,prix_au_m2_réel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
372,2023-543774,2023-01-12,750000.0,Appartement,1.0,85.0,,4.0,,8824.0,228.0,RUE DU FBG SAINT DENIS,3516,75010.0,75110,Paris 10e Arrondissement,75,75110000AE0078,2.359551,48.883791
375,2023-543775,2023-01-10,529000.0,Appartement,1.0,52.0,46.31,2.0,11423.0,10173.0,10.0,RUE GANNERON,3944,75018.0,75118,Paris 18e Arrondissement,75,75118000AO0051,2.327397,48.88616
376,2023-543776,2023-01-05,370000.0,Appartement,1.0,45.0,32.0,3.0,11562.0,8222.0,72.0,RUE DES MOINES,6401,75017.0,75117,Paris 17e Arrondissement,75,75117000DI0111,2.321521,48.890874
379,2023-543778,2023-01-12,1130435.0,Appartement,0.0,80.0,87.4,4.0,12934.0,14130.0,73.0,RUE LA FAYETTE,5240,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0010,2.345263,48.876421
387,2023-543781,2023-01-13,495000.0,Appartement,0.0,45.0,40.3,3.0,12283.0,11000.0,43.0,RUE DU CAIRE,1432,75002.0,75102,Paris 2e Arrondissement,75,75102000AN0110,2.349279,48.867684
389,2023-543782,2023-01-04,1904000.0,Appartement,1.0,130.0,146.49,5.0,12997.0,14646.0,26.0,RUE DES RENAUDES,2752,75017.0,75117,Paris 17e Arrondissement,75,75117000AM0041,2.298874,48.880278
390,2023-543783,2023-01-16,695000.0,Appartement,1.0,56.0,57.02,3.0,12189.0,12411.0,94.0,RUE PIERRE DEMOURS,7426,75017.0,75117,Paris 17e Arrondissement,75,75117000BJ0047,2.299243,48.883318
393,2023-543784,2023-01-06,162000.0,Appartement,0.0,16.0,15.89,1.0,10195.0,10125.0,10.0,PAS LATHUILLE,5378,75018.0,75118,Paris 18e Arrondissement,75,75118000AP0010,2.32787,48.8848
394,2023-543785,2023-01-05,557000.0,Appartement,0.0,41.0,41.25,2.0,13503.0,13585.0,3.0,RUE DE WASHINGTON,9942,75008.0,75108,Paris 8e Arrondissement,75,75108000AU0010,2.301563,48.87245
395,2023-543786,2023-01-11,273459.0,Appartement,0.0,37.0,37.53,3.0,7286.0,7391.0,23.0,AV CORENTIN CARIOU,2334,75019.0,75119,Paris 19e Arrondissement,75,75119000BY0034,2.384036,48.897228
398,2023-543788,2023-01-05,605000.0,Appartement,1.0,69.0,70.2,3.0,8618.0,8768.0,12.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000BX0022,2.351508,48.895389
400,2023-543790,2023-01-04,79750.0,Appartement,0.0,38.0,60.0,2.0,1329.0,2099.0,110.0,BD DE LA CHAPELLE,1765,75018.0,75118,Paris 18e Arrondissement,75,75118000CH0155,2.351059,48.88422
401,2023-543791,2023-01-12,3500.0,Appartement,0.0,164.0,,6.0,,21.0,210.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000AD0020,2.287458,48.879994
402,2023-543792,2023-01-11,390700.0,Appartement,0.0,35.0,38.51,2.0,10145.0,11163.0,12.0,RUE CADET,1407,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0172,2.343411,48.87447
404,2023-543793,2023-01-11,550000.0,Appartement,1.0,60.0,63.11,3.0,8715.0,9167.0,2.0,VLA ORNANO,6949,75018.0,75118,Paris 18e Arrondissement,75,75118000BD0060,2.345251,48.896391
405,2023-543794,2023-01-12,6125.0,Appartement,0.0,160.0,,5.0,,38.0,210.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000AD0020,2.287458,48.879994
407,2023-543795,2023-01-12,390000.0,Appartement,1.0,50.0,45.04,3.0,8659.0,7800.0,7.0,RUE DE LORRAINE,5755,75019.0,75119,Paris 19e Arrondissement,75,75119000CV0004,2.383816,48.884765
409,2023-543796,2023-01-10,284000.0,Appartement,1.0,36.0,,2.0,,7889.0,49.0,AV JEAN JAURES,4903,75019.0,75119,Paris 19e Arrondissement,75,75119000AW0006,2.375464,48.884405
410,2023-543797,2023-01-03,362900.0,Appartement,0.0,30.0,22.98,2.0,15792.0,12097.0,12.0,RUE DU TEMPLE,9191,75004.0,75104,Paris 4e Arrondissement,75,75104000AF0061,2.353312,48.85804
412,2023-543798,2023-01-16,290000.0,Appartement,1.0,29.0,,2.0,,10000.0,42.0,RUE DOUDEAUVILLE,2921,75018.0,75118,Paris 18e Arrondissement,75,75118000CF0061,2.354865,48.888791
414,2023-543799,2023-01-10,714500.0,Appartement,1.0,49.0,49.01,1.0,14579.0,14582.0,6.0,RUE QUENTIN BAUCHART,7954,75008.0,75108,Paris 8e Arrondissement,75,75108000AP0077,2.299805,48.868858
416,2023-543801,2023-01-11,90500.0,Appartement,1.0,58.0,,3.0,,1560.0,127.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0010,2.341132,48.890974
418,2023-543802,2023-01-17,450000.0,Appartement,1.0,42.0,,2.0,,10714.0,51.0,RUE DE BELLEVILLE,0833,75019.0,75119,Paris 19e Arrondissement,75,75119000EC0100,2.38089,48.873716
422,2023-543803,2023-01-16,1290000.0,Appartement,2.0,47.0,,2.0,,27447.0,52.0,QUAI DE JEMMAPES,4964,75010.0,75110,Paris 10e Arrondissement,75,75110000BI0026,2.367589,48.870641
425,2023-543805,2023-01-17,576850.0,Appartement,1.0,52.0,51.42,2.0,11218.0,11093.0,28.0,RUE DE TORCY,9348,75018.0,75118,Paris 18e Arrondissement,75,75118000DA0019,2.362328,48.891592
427,2023-543806,2023-01-13,495000.0,Appartement,0.0,58.0,,3.0,,8534.0,90.0,RUE HAXO,4510,75020.0,75120,Paris 20e Arrondissement,75,75120000AZ0005,2.403324,48.874778
428,2023-543807,2023-01-13,347500.0,Appartement,0.0,40.0,40.59,2.0,8561.0,8688.0,22.0,RUE DUSSOUBS,3055,75002.0,75102,Paris 2e Arrondissement,75,75102000AM0171,2.349296,48.865631
430,2023-543809,2023-01-06,228000.0,Appartement,0.0,20.0,19.5,1.0,11692.0,11400.0,3.0,RUE DU PONCEAU,7590,75002.0,75102,Paris 2e Arrondissement,75,75102000AN0080,2.351992,48.866661
432,2023-543810,2023-01-13,491671.0,Appartement,1.0,52.0,54.46,2.0,9028.0,9455.0,17.0,RUE OLIVIER METRA,6891,75020.0,75120,Paris 20e Arrondissement,75,75120000AR0019,2.393987,48.872271
434,2023-543811,2023-01-05,367000.0,Appartement,0.0,32.0,44.7,3.0,8210.0,11469.0,249.0,RUE DES PYRENEES,7904,75020.0,75120,Paris 20e Arrondissement,75,75120000CE0094,2.397518,48.86578
436,2023-543812,2023-01-04,393000.0,Appartement,1.0,42.0,43.45,3.0,9045.0,9357.0,5.0,RUE CAIL,1419,75010.0,75110,Paris 10e Arrondissement,75,75110000AH0011,2.36114,48.882469
437,2023-543813,2023-01-06,176726.0,Appartement,0.0,15.0,14.89,1.0,11869.0,11782.0,3.0,RUE ANDRE ANTOINE,0315,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0049,2.337187,48.882857
438,2023-543814,2023-01-13,495500.0,Appartement,1.0,53.0,54.12,3.0,9156.0,9349.0,86.0,RUE DE LA JONQUIERE,5273,75017.0,75117,Paris 17e Arrondissement,75,75117000DO0003,2.319428,48.894802
440,2023-543815,2023-01-13,14000.0,Appartement,3.0,65.0,,3.0,,215.0,2.0,VLA DAMREMONT,2535,75018.0,75118,Paris 18e Arrondissement,75,75118000AX0015,2.336948,48.893996
444,2023-543816,2023-01-11,319000.0,Appartement,0.0,25.0,23.18,1.0,13762.0,12760.0,3.0,IMP GOMBOUST,4228,75001.0,75101,Paris 1er Arrondissement,75,75101000AZ0034,2.331251,48.867551
447,2023-543818,2023-01-17,280000.0,Appartement,0.0,13.0,22.05,1.0,12698.0,21538.0,11.0,RUE BERNOULLI,0902,75008.0,75108,Paris 8e Arrondissement,75,75108000CF0036,2.319961,48.880497
449,2023-543819,2023-01-04,464253.0,Appartement,1.0,58.0,61.99,3.0,7489.0,8004.0,95.0,RUE MANIN,5976,75019.0,75119,Paris 19e Arrondissement,75,75119000CV0018,2.386738,48.883417
450,2023-543820,2023-01-12,100000.0,Appartement,1.0,14.0,,1.0,,7143.0,125.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000AX0005,2.3379,48.895049
453,2023-543822,2023-01-10,520000.0,Appartement,1.0,58.0,57.9,3.0,8981.0,8966.0,127.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0010,2.341132,48.890974
456,2023-543823,2023-01-06,856058.0,Appartement,1.0,73.0,72.15,4.0,11865.0,11727.0,6.0,RUE LEPIC,5595,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0190,2.333361,48.884167
457,2023-543824,2023-01-06,100000.0,Appartement,0.0,24.0,18.36,1.0,5447.0,4167.0,190.0,RUE DU FBG ST MARTIN,3522,75010.0,75110,Paris 10e Arrondissement,75,75110000BS0009,2.362677,48.878719
458,2023-543825,2023-01-04,340421.0,Appartement,0.0,39.0,37.97,2.0,8966.0,8729.0,108.0,RUE DE MEAUX,6236,75019.0,75119,Paris 19e Arrondissement,75,75119000EN0014,2.381372,48.885308
459,2023-543826,2023-01-05,110000.0,Appartement,1.0,16.0,,2.0,,6875.0,13.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000CF0046,2.354233,48.890178
462,2023-543827,2023-01-12,519000.0,Appartement,1.0,85.0,85.58,4.0,6065.0,6106.0,7.0,RUE CURIAL,2494,75019.0,75119,Paris 19e Arrondissement,75,75119000AE0001,2.370769,48.890985
477,2023-543830,2023-01-11,228000.0,Appartement,1.0,27.0,,1.0,,8444.0,8.0,RUE BOUCRY,1139,75018.0,75118,Paris 18e Arrondissement,75,75118000CW0057,2.362369,48.894577
479,2023-543831,2023-01-10,1910000.0,Appartement,1.0,162.0,,5.0,,11790.0,4.0,RUE GOUNOD,4241,75017.0,75117,Paris 17e Arrondissement,75,75117000BJ0078,2.300928,48.883168
481,2023-543832,2023-01-03,347720.0,Appartement,0.0,44.0,,2.0,,7903.0,182.0,BD DE LA VILLETTE,9838,75019.0,75119,Paris 19e Arrondissement,75,75119000AT0069,2.371051,48.881394
484,2023-543833,2023-01-04,1175000.0,Appartement,1.0,109.0,,5.0,,10780.0,6.0,RUE DE CHANTILLY,1756,75009.0,75109,Paris 9e Arrondissement,75,75109000BE0087,2.34727,48.878269
486,2023-543835,2023-01-04,143000.0,Appartement,0.0,16.0,,1.0,,8938.0,135.0,RUE DU FBG DU TEMPLE,3508,75010.0,75110,Paris 10e Arrondissement,75,75110000BK0021,2.376023,48.872035
487,2023-543836,2023-01-17,400000.0,Appartement,1.0,40.0,,2.0,,10000.0,89.0,RUE NOLLET,6803,75017.0,75117,Paris 17e Arrondissement,75,75117000CS0090,2.31852,48.888376
490,2023-543838,2023-01-16,256000.0,Appartement,0.0,26.0,,2.0,,9846.0,4.0,RUE NICOLET,6769,75018.0,75118,Paris 18e Arrondissement,75,75118000BL0057,2.346348,48.888298
491,2023-543839,2023-01-09,941346.0,Appartement,1.0,99.0,94.2,4.0,9993.0,9509.0,49.0,RUE LEMERCIER,5503,75017.0,75117,Paris 17e Arrondissement,75,75117000CP0151,2.322332,48.887163
494,2023-543840,2023-01-18,528000.0,Appartement,1.0,49.0,,3.0,,10776.0,6.0,RUE CHRISTIANI,2027,75018.0,75118,Paris 18e Arrondissement,75,75118000BS0049,2.349001,48.885933
496,2023-543841,2023-01-03,276550.0,Appartement,1.0,31.0,31.79,1.0,8699.0,8921.0,19.0,RUE DES ROSES,8365,75018.0,75118,Paris 18e Arrondissement,75,75118000CZ0082,2.361159,48.893108
497,2023-543842,2023-01-06,180000.0,Appartement,0.0,15.0,15.03,1.0,11976.0,12000.0,4.0,PL DE CLICHY,2115,75009.0,75109,Paris 9e Arrondissement,75,75109000AA0122,2.327967,48.883307
498,2023-543843,2023-01-17,269531.0,Appartement,1.0,23.0,,1.0,,11719.0,39.0,RUE DURANTIN,3029,75018.0,75118,Paris 18e Arrondissement,75,75118000AS0037,2.335198,48.886578
499,2023-543843,2023-01-17,105469.0,Appartement,0.0,9.0,34.03,1.0,3099.0,11719.0,39.0,RUE DURANTIN,3029,75018.0,75118,Paris 18e Arrondissement,75,75118000AS0037,2.335198,48.886578
501,2023-543844,2023-01-02,468000.0,Appartement,1.0,60.0,51.94,2.0,9010.0,7800.0,86.0,BD MALESHERBES,5951,75008.0,75108,Paris 8e Arrondissement,75,75108000CG0019,2.313963,48.880264
503,2023-543845,2023-01-11,225000.0,Appartement,1.0,25.0,23.52,2.0,9566.0,9000.0,60.0,RUE RAMEY,8014,75018.0,75118,Paris 18e Arrondissement,75,75118000BJ0016,2.345113,48.891522
507,2023-543847,2023-01-12,560000.0,Appartement,1.0,65.0,,3.0,,8615.0,32.0,RUE CAVENDISH,1625,75019.0,75119,Paris 19e Arrondissement,75,75119000EO0008,2.379598,48.883792
508,2023-543848,2023-01-19,460000.0,Appartement,0.0,39.0,39.5,1.0,11646.0,11795.0,76.0,RUE DE CRIMEE,2443,75019.0,75119,Paris 19e Arrondissement,75,75119000DH0010,2.387479,48.88215
509,2023-543849,2023-01-09,342000.0,Appartement,0.0,27.0,,2.0,,12667.0,47.0,RUE GRENETA,4318,75002.0,75102,Paris 2e Arrondissement,75,75102000AL0023,2.348391,48.865193
510,2023-543850,2023-01-16,250000.0,Appartement,0.0,20.0,19.76,1.0,12652.0,12500.0,12.0,RUE DES LOMBARDS,5738,75004.0,75104,Paris 4e Arrondissement,75,75104000AC0079,2.349806,48.859289
513,2023-543852,2023-01-13,536000.0,Appartement,0.0,52.0,42.89,2.0,12497.0,10308.0,65.0,RUE DU FG POISSONNIERE,3512,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0059,2.347893,48.87557
515,2023-543853,2023-01-12,615000.0,Appartement,1.0,63.0,,3.0,,9762.0,13.0,RUE STEPHENSON,9092,75018.0,75118,Paris 18e Arrondissement,75,75118000CI0019,2.356409,48.885843
517,2023-543854,2023-01-17,826100.0,Appartement,1.0,70.0,,3.0,,11801.0,74.0,RUE DE CLICHY,2116,75009.0,75109,Paris 9e Arrondissement,75,75109000AA0110,2.328196,48.882547
518,2023-543855,2023-01-13,326740.0,Appartement,0.0,30.0,30.8,2.0,10608.0,10891.0,55.0,RUE BICHAT,0952,75010.0,75110,Paris 10e Arrondissement,75,75110000BC0050,2.365491,48.872763
520,2023-543856,2023-01-09,405000.0,Appartement,1.0,75.0,,4.0,,5400.0,44.0,RUE MOURAUD,6610,75020.0,75120,Paris 20e Arrondissement,75,75120000DN0079,2.408815,48.855984
521,2023-543857,2023-01-05,342000.0,Appartement,0.0,27.0,26.07,2.0,13119.0,12667.0,42.0,RUE BLANCHE,1009,75009.0,75109,Paris 9e Arrondissement,75,75109000AI0006,2.331679,48.879519
522,2023-543858,2023-01-10,607200.0,Appartement,0.0,57.0,55.15,3.0,11010.0,10653.0,52.0,RUE DE LA BIDASSOA,0954,75020.0,75120,Paris 20e Arrondissement,75,75120000BW0048,2.39132,48.867729
526,2023-543859,2023-01-17,1057000.0,Appartement,1.0,84.0,84.68,3.0,12482.0,12583.0,9.0,RUE NICOLAS CHUQUET,6755,75017.0,75117,Paris 17e Arrondissement,75,75117000BU0040,2.303449,48.888218
528,2023-543860,2023-01-09,216667.0,Appartement,2.0,42.0,,2.0,,5159.0,7.0,RUE DU MONT-THABOR,6537,75001.0,75101,Paris 1er Arrondissement,75,75101000AY0011,2.328997,48.865335
530,2023-543861,2023-01-03,300000.0,Appartement,0.0,38.0,,2.0,,7895.0,19.0,RUE MARSOLLIER,6124,75002.0,75102,Paris 2e Arrondissement,75,75102000AD0135,2.335033,48.868421
532,2023-543862,2023-01-13,231600.0,Appartement,1.0,25.0,24.56,1.0,9430.0,9264.0,9.0,PAS COTTIN,2369,75018.0,75118,Paris 18e Arrondissement,75,75118000BL0027,2.345728,48.8876
533,2023-543863,2023-01-05,450000.0,Appartement,0.0,25.0,21.14,1.0,21287.0,18000.0,4.0,VLA DANCOURT,2539,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0080,2.34104,48.882971
534,2023-543864,2023-01-06,340000.0,Appartement,0.0,18.0,20.23,1.0,16807.0,18889.0,31.0,RUE DES TOURNELLES,9382,75003.0,75103,Paris 3e Arrondissement,75,75103000AN0086,2.367136,48.856147
536,2023-543865,2023-01-04,615385.0,Appartement,1.0,70.0,,2.0,,8791.0,14.0,RUE DU RUISSEAU,8436,75018.0,75118,Paris 18e Arrondissement,75,75118000BI0091,2.340208,48.892138
537,2023-543866,2023-01-16,3950000.0,Appartement,1.0,225.0,230.49,6.0,17137.0,17556.0,30.0,RUE DE GRAMONT,4265,75002.0,75102,Paris 2e Arrondissement,75,75102000AG0002,2.337284,48.87116
540,2023-543867,2023-01-04,1382323.0,Appartement,1.0,85.0,92.29,5.0,14978.0,16263.0,37.0,RUE JOUFFROY D'ABBANS,5031,75017.0,75117,Paris 17e Arrondissement,75,75117000BR0045,2.308659,48.88542
541,2023-543868,2023-01-13,294000.0,Appartement,0.0,36.0,28.43,2.0,10341.0,8167.0,7.0,RUE DES TROIS FRERES,9462,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0020,2.34134,48.883879
543,2023-543869,2023-01-03,1048884.0,Appartement,2.0,77.0,,3.0,,13622.0,28.0,AV SIMON BOLIVAR,8978,75019.0,75119,Paris 19e Arrondissement,75,75119000EC0034,2.383673,48.874927
549,2023-543872,2023-01-11,121000.0,Appartement,0.0,14.0,10.2,1.0,11863.0,8643.0,10.0,RUE DE CHATEAUDUN,1920,75009.0,75109,Paris 9e Arrondissement,75,75109000AY0029,2.340957,48.876063
550,2023-543873,2023-01-06,586328.0,Appartement,0.0,55.0,,3.0,,10661.0,78.0,RUE DU CHATEAU D EAU,1916,75010.0,75110,Paris 10e Arrondissement,75,75110000AR0059,2.354713,48.872861
552,2023-543874,2023-01-11,1251300.0,Appartement,1.0,104.0,107.12,5.0,11681.0,12032.0,92.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000BE0060,2.299776,48.886647
553,2023-543875,2023-01-10,172200.0,Appartement,1.0,19.0,18.37,2.0,9374.0,9063.0,14.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000BX0023,2.351341,48.895444
556,2023-543876,2023-01-18,1870000.0,Appartement,0.0,140.0,137.27,4.0,13623.0,13357.0,99.0,RUE DU FBG DU TEMPLE,3508,75010.0,75110,Paris 10e Arrondissement,75,75110000BJ0098,2.373357,48.871352
557,2023-543877,2023-01-16,740000.0,Appartement,0.0,80.0,75.19,3.0,9842.0,9250.0,1.0,PL DES GRES,4324,75020.0,75120,Paris 20e Arrondissement,75,75120000DA0012,2.406154,48.859252
558,2023-543878,2023-01-16,585000.0,Appartement,1.0,51.0,51.05,2.0,11459.0,11471.0,6.0,PL NATTIER,6697,75018.0,75118,Paris 18e Arrondissement,75,75118000AK0070,2.333316,48.890356
562,2023-543880,2023-01-13,295000.0,Appartement,1.0,27.0,27.02,2.0,10918.0,10926.0,4.0,CITE LEMERCIER,5502,75017.0,75117,Paris 17e Arrondissement,75,75117000CN0043,2.3241,48.886659
563,2023-543881,2023-01-06,972280.0,Appartement,1.0,82.0,,4.0,,11857.0,18.0,RUE PHILIBERT DELORME,7373,75017.0,75117,Paris 17e Arrondissement,75,75117000BU0001,2.302725,48.88848
565,2023-543882,2023-01-17,283000.0,Appartement,0.0,24.0,23.07,1.0,12267.0,11792.0,34.0,RUE DU TEMPLE,9191,75004.0,75104,Paris 4e Arrondissement,75,75104000AG0086,2.354439,48.859517
567,2023-543883,2023-01-12,1386266.0,Appartement,4.0,97.0,,4.0,,14291.0,44.0,AV NIEL,6773,75017.0,75117,Paris 17e Arrondissement,75,75117000AM0003,2.296531,48.882505
571,2023-543884,2023-01-13,383034.0,Appartement,0.0,41.0,,2.0,,9342.0,64.0,RUE MARX DORMOY,6149,75018.0,75118,Paris 18e Arrondissement,75,75118000DD0023,2.360281,48.888853
574,2023-543886,2023-01-11,225000.0,Appartement,1.0,16.0,,1.0,,14062.0,126.0,RUE DU FBG POISSONNIERE,3512,75010.0,75110,Paris 10e Arrondissement,75,75110000AB0084,2.349837,48.879956
576,2023-543887,2023-01-13,366050.0,Appartement,1.0,34.0,,2.0,,10766.0,74.0,RUE LABAT,5188,75018.0,75118,Paris 18e Arrondissement,75,75118000BL0073,2.345257,48.888784
578,2023-543888,2023-01-12,345000.0,Appartement,1.0,34.0,,2.0,,10147.0,7.0,RUE ROBERT PLANQUETTE,8267,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0141,2.335095,48.884888
580,2023-543889,2023-01-06,441000.0,Appartement,0.0,49.0,,2.0,,9000.0,15.0,RUE FERDINAND DUVAL,3583,75004.0,75104,Paris 4e Arrondissement,75,75104000AI0076,2.359323,48.856715
582,2023-543890,2023-01-13,755000.0,Appartement,1.0,61.0,61.95,3.0,12187.0,12377.0,16.0,RUE DUHESME,2974,75018.0,75118,Paris 18e Arrondissement,75,75118000AV0084,2.338445,48.890579
583,2023-543891,2023-01-16,229500.0,Appartement,1.0,20.0,19.91,1.0,11527.0,11475.0,79.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000BU0015,2.346612,48.890056
587,2023-543894,2023-01-13,828900.0,Appartement,0.0,70.0,70.72,3.0,11721.0,11841.0,48.0,RUE LAFFITTE,5246,75009.0,75109,Paris 9e Arrondissement,75,75109000AY0136,2.338636,48.874927
588,2023-543895,2023-01-13,340000.0,Appartement,2.0,31.0,31.68,1.0,10732.0,10968.0,74.0,RUE DES GRANDS CHAMPS,4287,75020.0,75120,Paris 20e Arrondissement,75,75120000DX0064,2.404946,48.851055
592,2023-543896,2023-01-20,782608.0,Appartement,0.0,72.0,67.12,1.0,11660.0,10870.0,30.0,CRS ALBERT 1ER,0124,75008.0,75108,Paris 8e Arrondissement,75,75108000AK0032,2.305945,48.865123
595,2023-543898,2023-01-18,133475.0,Appartement,0.0,30.0,,2.0,,4449.0,40.0,RUE BERZELIUS,0930,75017.0,75117,Paris 17e Arrondissement,75,75117000DG0082,2.319478,48.89364
596,2023-543898,2023-01-18,129025.0,Appartement,1.0,29.0,,2.0,,4449.0,40.0,RUE BERZELIUS,0930,75017.0,75117,Paris 17e Arrondissement,75,75117000DG0082,2.319478,48.89364
597,2023-543899,2023-01-11,660000.0,Appartement,0.0,55.0,55.61,2.0,11868.0,12000.0,73.0,RUE SAINT-HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,75101000AT0083,2.344146,48.860863
598,2023-543900,2023-01-11,433750.0,Appartement,2.0,46.0,46.56,3.0,9316.0,9429.0,131.0,RUE MARCADET,5995,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0003,2.341,48.891101
603,2023-543901,2023-01-19,454350.0,Appartement,1.0,40.0,40.08,3.0,11336.0,11359.0,71.0,RUE DE LA JONQUIERE,5273,75017.0,75117,Paris 17e Arrondissement,75,75117000DG0065,2.319949,48.894267
606,2023-543902,2023-01-09,4750000.0,Appartement,2.0,160.0,207.75,4.0,22864.0,29688.0,30.0,RUE DES FRANCS BOURGEOIS,3820,75003.0,75103,Paris 3e Arrondissement,75,75103000AO0012,2.360099,48.858229
608,2023-543903,2023-01-13,590000.0,Appartement,1.0,83.0,,3.0,,7108.0,87.0,BD NEY,6743,75018.0,75118,Paris 18e Arrondissement,75,75118000AY0001,2.338163,48.897577
610,2023-543904,2023-01-16,190000.0,Appartement,2.0,32.0,20.72,2.0,9170.0,5938.0,201.0,RUE SAINT-HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,75101000AY0114,2.331587,48.864647
612,2023-543905,2023-01-17,380000.0,Appartement,0.0,30.0,39.26,2.0,9679.0,12667.0,9.0,RUE BELIDOR,0821,75017.0,75117,Paris 17e Arrondissement,75,75117000AD0013,2.285636,48.879945
614,2023-543906,2023-01-16,539300.0,Appartement,1.0,38.0,43.35,2.0,12441.0,14192.0,14.0,RUE MARTEL,6130,75010.0,75110,Paris 10e Arrondissement,75,75110000AR0003,2.353717,48.874363
615,2023-543907,2023-01-12,1259030.0,Appartement,0.0,78.0,78.18,3.0,16104.0,16141.0,56.0,RUE DU TEMPLE,9191,75004.0,75104,Paris 4e Arrondissement,75,75104000AG0048,2.355343,48.860349
616,2023-543908,2023-01-16,535000.0,Appartement,1.0,63.0,53.1,3.0,10075.0,8492.0,152.0,RUE LA FAYETTE,5240,75010.0,75110,Paris 10e Arrondissement,75,75110000AM0088,2.35641,48.878921
618,2023-543909,2023-01-03,724250.0,Appartement,0.0,60.0,53.23,4.0,13606.0,12071.0,82.0,RUE LEGENDRE,5473,75017.0,75117,Paris 17e Arrondissement,75,75117000CP0073,2.31927,48.88691
619,2023-543910,2023-01-09,475000.0,Appartement,1.0,40.0,41.04,2.0,11574.0,11875.0,8.0,RUE MARTEL,6130,75010.0,75110,Paris 10e Arrondissement,75,75110000AR0006,2.353648,48.873924
623,2023-543912,2023-01-09,950000.0,Appartement,1.0,101.0,102.43,4.0,9275.0,9406.0,14.0,QUAI DE LA MARNE,6109,75019.0,75119,Paris 19e Arrondissement,75,75119000BA0006,2.381776,48.888828
624,2023-543913,2023-01-16,104000.0,Appartement,0.0,9.0,10.22,1.0,10176.0,11556.0,39.0,RUE DE LANCRY,5315,75010.0,75110,Paris 10e Arrondissement,75,75110000BD0063,2.361429,48.871091
625,2023-543914,2023-01-13,417280.0,Appartement,1.0,26.0,26.03,2.0,16031.0,16049.0,15.0,RUE DEBELLEYME,2616,75003.0,75103,Paris 3e Arrondissement,75,75103000AK0085,2.363117,48.861707
627,2023-543915,2023-01-16,943050.0,Appartement,1.0,63.0,46.53,1.0,20268.0,14969.0,28.0,RUE SAINT PAUL,8723,75004.0,75104,Paris 4e Arrondissement,75,75104000AQ0006,2.362401,48.8537
630,2023-543916,2023-01-13,413000.0,Appartement,1.0,42.0,43.9,2.0,9408.0,9833.0,57.0,RUE D AVRON,0610,75020.0,75120,Paris 20e Arrondissement,75,75120000DP0018,2.402635,48.852352
631,2023-543917,2023-01-12,402000.0,Appartement,0.0,37.0,37.46,2.0,10731.0,10865.0,33.0,RUE AU MAIRE,5927,75003.0,75103,Paris 3e Arrondissement,75,75103000AE0104,2.355819,48.864529
633,2023-543919,2023-01-17,344293.0,Appartement,1.0,42.0,33.75,2.0,10201.0,8197.0,57.0,RUE DES EPINETTES,3305,75017.0,75117,Paris 17e Arrondissement,75,75117000DP0030,2.323666,48.897026
639,2023-543922,2023-01-16,1760000.0,Appartement,2.0,145.0,152.03,4.0,11577.0,12138.0,120.0,RUE DE TOCQUEVILLE,9330,75017.0,75117,Paris 17e Arrondissement,75,75117000CD0031,2.306711,48.888311
641,2023-543923,2023-01-11,534000.0,Appartement,1.0,53.0,52.09,3.0,10251.0,10075.0,133.0,RUE DAMREMONT,2534,75018.0,75118,Paris 18e Arrondissement,75,75118000AF0151,2.337583,48.8964
