,id_mutation,date_mutation,prix,type_local,nombre_dependances,surface_reelle_bati,surface_carrez,nombre_pieces_principales,prix_au_m2_carrez,prix_au_m2_reel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
37,2023-543643,2023-01-04,378000.0,Appartement,0.0,35.0,33.79,2.0,11187.0,10800.0,11.0,RUE POUCHET,7766,75017.0,75117,Paris 17e Arrondissement,75,75117000DG0107,2.318768,48.892352
38,2023-543644,2023-01-04,250000.0,Appartement,0.0,23.0,,1.0,,10870.0,133.0,RUE DE ROME,8339,75017.0,75117,Paris 17e Arrondissement,75,75117000CJ0108,2.316759,48.885412
39,2023-543645,2023-01-06,396000.0,Appartement,1.0,26.0,35.14,2.0,11269.0,15231.0,46.0,RUE D ORSEL,6955,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0029,2.342325,48.883759
42,2023-543646,2023-01-04,175000.0,Appartement,1.0,21.0,,1.0,,8333.0,118.0,RUE DES MOINES,6401,75017.0,75117,Paris 17e Arrondissement,75,75117000DM0053,2.323507,48.893177
44,2023-543647,2023-01-04,1121500.0,Appartement,1.0,110.0,91.55,5.0,12250.0,10195.0,11.0,RUE LEMERCIER,5503,75017.0,75117,Paris 17e Arrondissement,75,75117000CO0111,2.324547,48.885663
47,2023-543649,2023-01-06,1163879.0,Appartement,1.0,81.0,,4.0,,14369.0,80.0,RUE DES MARTYRS,6147,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0092,2.340104,48.883046
49,2023-543650,2023-01-06,302000.0,Appartement,1.0,30.0,,2.0,,10067.0,1.0,RUE D EUPATORIA,3449,75020.0,75120,Paris 20e Arrondissement,75,75120000AO0013,2.38625,48.868666
50,2023-543651,2023-01-06,571000.0,Appartement,1.0,54.0,,2.0,,10574.0,262.0,RUE DES PYRENEES,7904,75020.0,75120,Paris 20e Arrondissement,75,75120000BV0113,2.395486,48.869483
52,2023-543652,2023-01-04,472350.0,Appartement,0.0,52.0,,3.0,,9084.0,25.0,RUE DES ORMEAUX,6942,75020.0,75120,Paris 20e Arrondissement,75,75120000DT0009,2.400478,48.851529
53,2023-543653,2023-01-04,120000.0,Appartement,1.0,85.0,,4.0,,1412.0,15.0,RUE MARTEL,6130,75010.0,75110,Paris 10e Arrondissement,75,75110000AS0059,2.352627,48.874271
55,2023-543654,2023-01-09,495000.0,Appartement,1.0,63.0,,2.0,,7857.0,13.0,RUE DU PRE ST GERVAIS,7796,75019.0,75119,Paris 19e Arrondissement,75,75119000DX0027,2.392639,48.876296
59,2023-543655,2023-01-03,405000.0,Appartement,2.0,31.0,,1.0,,13065.0,102.0,BD ROCHECHOUART,8288,75018.0,75118,Paris 18e Arrondissement,75,75118000BQ0073,2.34138,48.882605
61,2023-543656,2023-01-06,186000.0,Appartement,1.0,18.0,,1.0,,10333.0,14.0,RUE FESSART,3625,75019.0,75119,Paris 19e Arrondissement,75,75119000EI0035,2.387123,48.876572
62,2023-543657,2023-01-03,209100.0,Appartement,0.0,25.0,,1.0,,8364.0,74.0,AV JEAN JAURES,4903,75019.0,75119,Paris 19e Arrondissement,75,75119000AX0054,2.377781,48.88443
64,2023-543658,2023-01-09,253000.0,Appartement,1.0,31.0,,2.0,,8161.0,116.0,RUE DES MOINES,6401,75017.0,75117,Paris 17e Arrondissement,75,75117000DM0052,2.323396,48.893079
65,2023-543659,2023-01-06,374150.0,Appartement,1.0,34.0,38.67,3.0,9675.0,11004.0,43.0,RUE DE LA REUNION,8180,75020.0,75120,Paris 20e Arrondissement,75,75120000DR0073,2.401679,48.854807
67,2023-543660,2023-01-09,264745.0,Appartement,0.0,40.0,,2.0,,6619.0,21.0,RUE DES CLOYS,2157,75018.0,75118,Paris 18e Arrondissement,75,75118000AW0034,2.339433,48.89248
68,2023-543661,2023-01-04,100000.0,Appartement,0.0,9.0,,1.0,,11111.0,89.0,RUE DU FBG ST MARTIN,3522,75010.0,75110,Paris 10e Arrondissement,75,75110000BA0035,2.357403,48.873133
70,2023-543662,2023-01-04,268000.0,Appartement,1.0,23.0,,1.0,,11652.0,21.0,RUE MICHEL LE COMTE,6336,75003.0,75103,Paris 3e Arrondissement,75,75103000AT0091,2.355277,48.862101
72,2023-543664,2023-01-10,316770.0,Appartement,0.0,35.0,34.93,2.0,9069.0,9051.0,5.0,RUE LOUIS PUTEAUX,7892,75017.0,75117,Paris 17e Arrondissement,75,75117000CL0022,2.32177,48.882946
73,2023-543665,2023-01-11,94000.0,Appartement,1.0,15.0,14.37,1.0,6541.0,6267.0,2.0,RUE DE LAGHOUAT,5261,75018.0,75118,Paris 18e Arrondissement,75,75118000CF0100,2.355989,48.888112
75,2023-543666,2023-01-05,199000.0,Appartement,0.0,18.0,20.01,1.0,9945.0,11056.0,14.0,RUE DENOYEZ,2696,75020.0,75120,Paris 20e Arrondissement,75,75120000AA0028,2.378925,48.871766
76,2023-543667,2023-01-06,1162000.0,Appartement,1.0,106.0,,4.0,,10962.0,13.0,PAS DUBAIL,2938,75010.0,75110,Paris 10e Arrondissement,75,75110000BB0065,2.359603,48.873893
78,2023-543668,2023-01-11,395000.0,Appartement,2.0,43.0,,2.0,,9186.0,10.0,VLA DES NYMPHEAS,6856,75020.0,75120,Paris 20e Arrondissement,75,75120000BO0011,2.407757,48.869582
83,2023-543669,2023-01-10,260000.0,Appartement,2.0,31.0,,1.0,,8387.0,15.0,QUAI DE L OISE,6879,75019.0,75119,Paris 19e Arrondissement,75,75119000BH0045,2.38301,48.890943
85,2023-543670,2023-01-04,500000.0,Appartement,2.0,74.0,,4.0,,6757.0,6.0,VC J 20,X350,75020.0,75120,Paris 20e Arrondissement,75,75120000AW0023,2.402724,48.873186
87,2023-543671,2023-01-11,272000.0,Appartement,0.0,24.0,35.05,3.0,7760.0,11333.0,39.0,RUE PETIT,7314,75019.0,75119,Paris 19e Arrondissement,75,75119000CT0005,2.38355,48.885134
89,2023-543672,2023-01-10,380000.0,Appartement,1.0,30.0,34.45,2.0,11030.0,12667.0,31.0,RUE PIERRE FONTAINE,3713,75009.0,75109,Paris 9e Arrondissement,75,75109000AD0094,2.333069,48.882654
91,2023-543673,2023-01-05,1089450.0,Appartement,1.0,92.0,,5.0,,11842.0,38.0,RUE EUGENE CARRIERE,3407,75018.0,75118,Paris 18e Arrondissement,75,75118000AK0019,2.333778,48.891062
92,2023-543674,2023-01-05,877400.0,Appartement,1.0,69.0,68.74,3.0,12764.0,12716.0,50.0,RUE DE CLICHY,2116,75009.0,75109,Paris 9e Arrondissement,75,75109000AB0082,2.329696,48.880336
94,2023-543675,2023-01-10,693000.0,Appartement,0.0,64.0,64.2,3.0,10794.0,10828.0,30.0,RUE DU FBOURG MONTMARTRE,3510,75009.0,75109,Paris 9e Arrondissement,75,75109000AW0005,2.342982,48.873862
95,2023-543676,2023-01-10,469000.0,Appartement,1.0,48.0,49.08,3.0,9556.0,9771.0,12.0,RUE DE MARSEILLE,6122,75010.0,75110,Paris 10e Arrondissement,75,75110000BE0026,2.363876,48.871505
97,2023-543677,2023-01-06,890500.0,Appartement,0.0,63.0,,2.0,,14135.0,163.0,RUE SAINT-DENIS,8525,75002.0,75102,Paris 2e Arrondissement,75,75102000AM0098,2.349927,48.865342
98,2023-543678,2023-01-04,810000.0,Appartement,1.0,30.0,35.26,1.0,22972.0,27000.0,1.0,PL DES VICTOIRES,9741,75001.0,75101,Paris 1er Arrondissement,75,75101000AV0093,2.340729,48.865463
100,2023-543679,2023-01-09,221510.0,Appartement,1.0,25.0,,1.0,,8860.0,37.0,RUE SAINT FARGEAU,8603,75020.0,75120,Paris 20e Arrondissement,75,75120000AW0064,2.402683,48.872297
102,2023-543680,2023-01-06,518000.0,Appartement,1.0,76.0,,3.0,,6816.0,32.0,RUE MANIN,5976,75019.0,75119,Paris 19e Arrondissement,75,75119000DE0009,2.389397,48.883318
106,2023-543682,2023-01-06,431500.0,Appartement,1.0,39.0,36.02,2.0,11979.0,11064.0,22.0,PAS DES RECOLLETS,8081,75010.0,75110,Paris 10e Arrondissement,75,75110000BB0041,2.360792,48.874015
107,2023-543683,2023-01-11,1905100.0,Appartement,1.0,156.0,161.17,6.0,11820.0,12212.0,4.0,RUE LAFERRIERE,5242,75009.0,75109,Paris 9e Arrondissement,75,75109000AG0032,2.338472,48.878264
110,2023-543684,2023-01-12,914400.0,Appartement,2.0,76.0,,4.0,,12032.0,34.0,RUE DE CLICHY,2116,75009.0,75109,Paris 9e Arrondissement,75,75109000AJ0039,2.330222,48.879325
113,2023-543686,2023-01-06,350200.0,Appartement,1.0,40.0,40.4,2.0,8668.0,8755.0,27.0,RUE EUGENE JUMIN,3417,75019.0,75119,Paris 19e Arrondissement,75,75119000CY0048,2.39188,48.88787
115,2023-543687,2023-01-04,191250.0,Appartement,0.0,21.0,20.3,1.0,9421.0,9107.0,5.0,RUE DE L ALSACE LORRAINE,0253,75019.0,75119,Paris 19e Arrondissement,75,75119000DE0030,2.39278,48.882581
117,2023-543688,2023-01-10,707300.0,Appartement,1.0,54.0,52.53,3.0,13465.0,13098.0,4.0,RUE DE LA TOUR D AUVERGNE,5381,75009.0,75109,Paris 9e Arrondissement,75,75109000BE0001,2.345601,48.878798
118,2023-543689,2023-01-06,625500.0,Appartement,1.0,54.0,67.95,3.0,9205.0,11583.0,7.0,RUE CAIL,1419,75010.0,75110,Paris 10e Arrondissement,75,75110000AH0010,2.360916,48.882462
120,2023-543690,2023-01-06,324000.0,Appartement,0.0,36.0,35.39,2.0,9155.0,9000.0,110.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000AY0070,2.339901,48.895927
123,2023-543693,2023-01-06,650000.0,Appartement,2.0,81.0,77.87,4.0,8347.0,8025.0,23.0,RUE ERNESTINE,3339,75018.0,75118,Paris 18e Arrondissement,75,75118000CF0045,2.35425,48.889935
127,2023-543694,2023-01-05,3000.0,Appartement,1.0,60.0,,3.0,,50.0,54.0,RUE ORDENER,6918,75018.0,75118,Paris 18e Arrondissement,75,75118000BG0029,2.348054,48.892065
128,2023-543695,2023-01-09,740000.0,Appartement,1.0,68.0,70.08,3.0,10559.0,10882.0,13.0,RUE DE TOCQUEVILLE,9330,75017.0,75117,Paris 17e Arrondissement,75,75117000BP0030,2.313307,48.882553
130,2023-543696,2023-01-03,112000.0,Appartement,0.0,19.0,18.03,1.0,6212.0,5895.0,109.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000AX0137,2.340249,48.895608
131,2023-543698,2023-01-06,170000.0,Appartement,0.0,20.0,19.06,1.0,8919.0,8500.0,12.0,RUE PRADIER,7779,75019.0,75119,Paris 19e Arrondissement,75,75119000EC0121,2.381849,48.875256
133,2023-543699,2023-01-11,407000.0,Appartement,1.0,34.0,38.81,2.0,10487.0,11971.0,5.0,PAS DELESSERT,2675,75010.0,75110,Paris 10e Arrondissement,75,75110000BS0035,2.365172,48.878782
135,2023-543700,2023-01-04,262500.0,Appartement,1.0,28.0,,1.0,,9375.0,9.0,RUE DES RONDONNEAUX,8349,75020.0,75120,Paris 20e Arrondissement,75,75120000CL0157,2.39854,48.863531
136,2023-543701,2023-01-04,480000.0,Appartement,2.0,65.0,,3.0,,7385.0,48.0,RUE DU BORREGO,1112,75020.0,75120,Paris 20e Arrondissement,75,75120000AW0023,2.402724,48.873186
139,2023-543702,2023-01-12,118000.0,Appartement,0.0,16.0,,1.0,,7375.0,144.0,RUE D AVRON,0610,75020.0,75120,Paris 20e Arrondissement,75,75120000DY0051,2.40988,48.853129
141,2023-543703,2023-01-11,275000.0,Appartement,2.0,42.0,43.91,2.0,6263.0,6548.0,1.0,RUE DUVERGIER,3063,75019.0,75119,Paris 19e Arrondissement,75,75119000AO0079,2.376709,48.888613
144,2023-543704,2023-01-11,320000.0,Appartement,1.0,32.0,,2.0,,10000.0,17.0,AV JEAN JAURES,4903,75019.0,75119,Paris 19e Arrondissement,75,75119000AR0027,2.372571,48.883749
146,2023-543706,2023-01-06,50000.0,Appartement,2.0,69.0,5.1,3.0,9804.0,725.0,49.0,RUE CUSTINE,2496,75018.0,75118,Paris 18e Arrondissement,75,75118000BK0144,2.343788,48.889295
150,2023-543707,2023-01-04,447500.0,Appartement,1.0,37.0,,2.0,,12095.0,36.0,RUE DE CHABROL,1676,75010.0,75110,Paris 10e Arrondissement,75,75110000AL0082,2.352312,48.877201
152,2023-543708,2023-01-03,290000.0,Appartement,1.0,32.0,31.98,2.0,9068.0,9062.0,43.0,CRS DE VINCENNES,9850,75020.0,75120,Paris 20e Arrondissement,75,75120000DV0018,2.403598,48.848359
155,2023-543709,2023-01-10,402500.0,Appartement,2.0,46.0,45.5,2.0,8846.0,8750.0,52.0,RUE DES POISSONNIERS,7564,75018.0,75118,Paris 18e Arrondissement,75,75118000CF0196,2.35218,48.889357
157,2023-543710,2023-01-11,665000.0,Appartement,1.0,57.0,64.95,3.0,10239.0,11667.0,22.0,RUE LEPIC,5595,75018.0,75118,Paris 18e Arrondissement,75,75118000AR0151,2.334212,48.884906
158,2023-543711,2023-01-06,308000.0,Appartement,0.0,30.0,36.6,2.0,8415.0,10267.0,8.0,RUE AUGER,0533,75020.0,75120,Paris 20e Arrondissement,75,75120000DT0017,2.399414,48.850911
160,2023-543713,2023-01-06,572634.0,Appartement,2.0,60.0,,3.0,,9544.0,74.0,RUE DES VIGNOLES,9802,75020.0,75120,Paris 20e Arrondissement,75,75120000DO0161,2.402427,48.855363
164,2023-543714,2023-01-10,710000.0,Appartement,2.0,79.0,,4.0,,8987.0,177.0,RUE LA FAYETTE,5240,75010.0,75110,Paris 10e Arrondissement,75,75110000AI0034,2.359607,48.880169
166,2023-543715,2023-01-06,160000.0,Appartement,0.0,11.0,,1.0,,14545.0,26.0,RUE DE NAVARIN,6700,75009.0,75109,Paris 9e Arrondissement,75,75109000AF0075,2.337794,48.880122
167,2023-543716,2023-01-13,579900.0,Appartement,2.0,62.0,61.51,3.0,9428.0,9353.0,11.0,BD DAVOUT,2608,75020.0,75120,Paris 20e Arrondissement,75,75120000EC0022,2.410449,48.848253
171,2023-543717,2023-01-13,662400.0,Appartement,1.0,48.0,,2.0,,13800.0,33.0,RUE DES BOURDONNAIS,1193,75001.0,75101,Paris 1er Arrondissement,75,75101000AO0131,2.34493,48.860225
172,2023-543718,2023-01-06,272000.0,Appartement,0.0,26.0,,1.0,,10462.0,20.0,RUE DU RHIN,8183,75019.0,75119,Paris 19e Arrondissement,75,75119000EN0047,2.381287,48.883993
173,2023-543719,2023-01-06,875000.0,Appartement,3.0,76.0,,3.0,,11513.0,16.0,VLA COMPOINT,2257,75017.0,75117,Paris 17e Arrondissement,75,75117000DM0181,2.324164,48.891618
177,2023-543721,2023-01-10,1180000.0,Appartement,0.0,118.0,,4.0,,10000.0,52.0,RUE RENE BOULANGER,8143,75010.0,75110,Paris 10e Arrondissement,75,75110000BG0015,2.35977,48.868921
178,2023-543722,2023-01-04,168000.0,Appartement,0.0,16.0,,1.0,,10500.0,27.0,RUE SAINTE APOLLINE,8538,75002.0,75102,Paris 2e Arrondissement,75,75102000AP0040,2.352813,48.869007
179,2023-543723,2023-01-12,85000.0,Appartement,0.0,9.0,,1.0,,9444.0,22.0,RUE DAVY,2610,75017.0,75117,Paris 17e Arrondissement,75,75117000DM0158,2.324773,48.891319
182,2023-543724,2023-01-06,2450000.0,Appartement,2.0,128.0,127.59,5.0,19202.0,19141.0,61.0,RUE DE BRETAGNE,1275,75003.0,75103,Paris 3e Arrondissement,75,75103000AI0013,2.360234,48.863965
183,2023-543725,2023-01-11,435000.0,Appartement,1.0,30.0,30.98,2.0,14041.0,14500.0,22.0,RUE CLAUZEL,2090,75009.0,75109,Paris 9e Arrondissement,75,75109000AF0101,2.33775,48.879528
185,2023-543726,2023-01-11,91080.0,Appartement,0.0,8.0,9.13,1.0,9976.0,11385.0,8.0,RUE HIPPOLYTE LEBAS,4632,75009.0,75109,Paris 9e Arrondissement,75,75109000AZ0024,2.340839,48.877167
186,2023-543727,2023-01-12,180000.0,Appartement,0.0,20.0,,1.0,,9000.0,22.0,AV DE SAINT OUEN,8718,75018.0,75118,Paris 18e Arrondissement,75,75118000AM0019,2.326738,48.888353
188,2023-543728,2023-01-05,288719.0,Appartement,1.0,27.0,27.14,2.0,10638.0,10693.0,53.0,RUE DUHESME,2974,75018.0,75118,Paris 18e Arrondissement,75,75118000BI0010,2.341497,48.892681
191,2023-543730,2023-01-10,240000.0,Appartement,1.0,21.0,21.2,1.0,11321.0,11429.0,5.0,RUE DE LA TOUR D AUVERGNE,5381,75009.0,75109,Paris 9e Arrondissement,75,75109000AZ0081,2.344842,48.878698
194,2023-543731,2023-01-04,533981.0,Appartement,2.0,65.0,,3.0,,8215.0,39.0,RUE DU BORREGO,1112,75020.0,75120,Paris 20e Arrondissement,75,75120000AW0020,2.401191,48.873553
197,2023-543732,2023-01-11,858000.0,Appartement,2.0,65.0,,3.0,,13200.0,45.0,RUE DE TURENNE,9506,75003.0,75103,Paris 3e Arrondissement,75,75103000AN0022,2.3642,48.857735
198,2023-543733,2023-01-03,569700.0,Appartement,1.0,44.0,,3.0,,12948.0,20.0,RUE DES TROIS FRERES,9462,75018.0,75118,Paris 18e Arrondissement,75,75118000BO0075,2.341324,48.884706
200,2023-543734,2023-01-06,201952.0,Appartement,0.0,18.0,,1.0,,11220.0,1.0,VLA ALBERT ROBIDA,0127,75019.0,75119,Paris 19e Arrondissement,75,75119000DZ0114,2.390756,48.878909
202,2023-543734,2023-01-06,314148.0,Appartement,1.0,28.0,,1.0,,11220.0,1.0,VLA ALBERT ROBIDA,0127,75019.0,75119,Paris 19e Arrondissement,75,75119000DZ0114,2.390756,48.878909
204,2023-543735,2023-01-04,568600.0,Appartement,1.0,47.0,,2.0,,12098.0,17.0,RUE LA GRANGE AUX BELLES,4293,75010.0,75110,Paris 10e Arrondissement,75,75110000BP0025,2.365484,48.8744
206,2023-543737,2023-01-04,802000.0,Appartement,1.0,45.0,62.89,2.0,12752.0,17822.0,1.0,RUE NOLLET,6803,75017.0,75117,Paris 17e Arrondissement,75,75117000CO0071,2.324384,48.884842
207,2023-543738,2023-01-05,363208.0,Appartement,1.0,41.0,,3.0,,8859.0,40.0,RUE DES MOINES,6401,75017.0,75117,Paris 17e Arrondissement,75,75117000DJ0017,2.320144,48.889191
209,2023-543739,2023-01-13,229000.0,Appartement,0.0,27.0,26.89,1.0,8516.0,8481.0,36.0,RUE DE BAGNOLET,0626,75020.0,75120,Paris 20e Arrondissement,75,75120000CV0120,2.398048,48.856727
213,2023-543743,2023-01-02,895000.0,Appartement,1.0,89.0,,3.0,,10056.0,5.0,RUE HELENE,4523,75017.0,75117,Paris 17e Arrondissement,75,75117000CN0066,2.325415,48.886369
217,2023-543745,2023-01-09,1050000.0,Appartement,1.0,80.0,,4.0,,13125.0,35.0,BD DE MAGENTA,5907,75010.0,75110,Paris 10e Arrondissement,75,75110000AZ0034,2.359598,48.871799
219,2023-543747,2023-01-16,1739500.0,Appartement,2.0,129.0,137.39,5.0,12661.0,13484.0,173.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000AN0003,2.292273,48.881907
221,2023-543748,2023-01-16,287600.0,Appartement,0.0,25.0,24.06,1.0,11953.0,11504.0,71.0,RUE DE DUNKERQUE,2990,75009.0,75109,Paris 9e Arrondissement,75,75109000BD0057,2.347274,48.881589
224,2023-543749,2023-01-11,853660.0,Appartement,2.0,82.0,,3.0,,10410.0,7.0,RUE DE VEZELAY,9723,75008.0,75108,Paris 8e Arrondissement,75,75108000CH0016,2.313994,48.87809
225,2023-543750,2023-01-05,3630000.0,Appartement,1.0,153.0,152.61,5.0,23786.0,23725.0,36.0,RUE VIEILLE DU TEMPLE,9783,75004.0,75104,Paris 4e Arrondissement,75,75104000AJ0076,2.358042,48.857595
230,2023-543753,2023-01-04,815000.0,Appartement,0.0,69.0,,3.0,,11812.0,19.0,AV HOCHE,4645,75008.0,75108,Paris 8e Arrondissement,75,75108000BC0004,2.302924,48.876617
231,2023-543754,2023-01-13,261250.0,Appartement,0.0,24.0,24.93,1.0,10479.0,10885.0,58.0,RUE DE ROCHECHOUART,8289,75009.0,75109,Paris 9e Arrondissement,75,75109000BD0109,2.347101,48.880469
232,2023-543755,2023-01-13,405000.0,Appartement,1.0,45.0,41.71,2.0,9710.0,9000.0,61.0,RUE DE ROCHECHOUART,8289,75009.0,75109,Paris 9e Arrondissement,75,75109000BD0036,2.345859,48.880564
236,2023-543756,2023-01-06,1045000.0,Appartement,2.0,95.0,91.03,4.0,11480.0,11000.0,4.0,SQ PETRELLE,7360,75009.0,75109,Paris 9e Arrondissement,75,75109000BD0085,2.34924,48.880788
237,2023-543757,2023-01-09,579000.0,Appartement,1.0,57.0,,3.0,,10158.0,75.0,BD BARBES,0662,75018.0,75118,Paris 18e Arrondissement,75,75118000BV0098,2.349162,48.891187
240,2023-543758,2023-01-06,126000.0,Appartement,1.0,17.0,15.74,1.0,8005.0,7412.0,30.0,RUE ETEX,3383,75018.0,75118,Paris 18e Arrondissement,75,75118000AL0004,2.327667,48.891071
242,2023-543760,2023-01-11,426800.0,Appartement,1.0,32.0,,2.0,,13338.0,75.0,RUE CHARLOT,1880,75003.0,75103,Paris 3e Arrondissement,75,75103000AH0021,2.363918,48.864284
246,2023-543761,2023-01-06,554450.0,Appartement,2.0,50.0,53.68,3.0,10329.0,11089.0,71.0,AV GAMBETTA,3933,75020.0,75120,Paris 20e Arrondissement,75,75120000CE0053,2.396643,48.865179
248,2023-543762,2023-01-12,334000.0,Appartement,1.0,29.0,,2.0,,11517.0,115.0,RUE DU MONT CENIS,6467,75018.0,75118,Paris 18e Arrondissement,75,75118000BE0101,2.345652,48.895217
249,2023-543763,2023-01-10,294000.0,Appartement,0.0,37.0,38.22,2.0,7692.0,7946.0,77.0,RUE RIQUET,8241,75018.0,75118,Paris 18e Arrondissement,75,75118000DD0036,2.361166,48.889834
250,2023-543764,2023-01-09,1090097.0,Appartement,1.0,96.0,,5.0,,11355.0,11.0,RUE MARCEL RENAULT,6007,75017.0,75117,Paris 17e Arrondissement,75,75117000AO0022,2.29255,48.879922
253,2023-543767,2023-01-03,394650.0,Appartement,1.0,43.0,43.74,2.0,9023.0,9178.0,43.0,RUE LOUIS BLANC,5764,75010.0,75110,Paris 10e Arrondissement,75,75110000AG0020,2.363887,48.881643
254,2023-543768,2023-01-11,637550.0,Appartement,1.0,82.0,86.12,3.0,7403.0,7775.0,5.0,RUE FRAGONARD,3777,75017.0,75117,Paris 17e Arrondissement,75,75117000DD0010,2.31499,48.894441
258,2023-543769,2023-01-10,750000.0,Appartement,2.0,73.0,79.22,5.0,9467.0,10274.0,15.0,RUE EUGENE VARLIN,3442,75010.0,75110,Paris 10e Arrondissement,75,75110000BS0007,2.363954,48.878421
260,2023-543770,2023-01-09,947400.0,Appartement,1.0,84.0,74.82,4.0,12662.0,11279.0,65.0,RUE CONDORCET,2268,75009.0,75109,Paris 9e Arrondissement,75,75109000BA0009,2.341337,48.880172
261,2023-543771,2023-01-13,750000.0,Appartement,1.0,58.0,,3.0,,12931.0,5.0,RUE PAUL ESCUDIER,7155,75009.0,75109,Paris 9e Arrondissement,75,75109000AC0155,2.332397,48.880647
264,2023-543772,2023-01-13,576000.0,Appartement,1.0,49.0,49.01,2.0,11753.0,11755.0,19.0,RUE DU DEBARCADERE,2614,75017.0,75117,Paris 17e Arrondissement,75,75117000AF0069,2.285109,48.877601
266,2023-543774,2023-01-12,750000.0,Appartement,1.0,85.0,,4.0,,8824.0,228.0,RUE DU FBG SAINT DENIS,3516,75010.0,75110,Paris 10e Arrondissement,75,75110000AE0078,2.359551,48.883791
269,2023-543775,2023-01-10,529000.0,Appartement,1.0,52.0,46.31,2.0,11423.0,10173.0,10.0,RUE GANNERON,3944,75018.0,75118,Paris 18e Arrondissement,75,75118000AO0051,2.327397,48.88616
270,2023-543776,2023-01-05,370000.0,Appartement,1.0,45.0,32.0,3.0,11562.0,8222.0,72.0,RUE DES MOINES,6401,75017.0,75117,Paris 17e Arrondissement,75,75117000DI0111,2.321521,48.890874
273,2023-543778,2023-01-12,1130435.0,Appartement,2.0,80.0,87.4,4.0,12934.0,14130.0,73.0,RUE LA FAYETTE,5240,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0010,2.345263,48.876421
276,2023-543781,2023-01-13,495000.0,Appartement,0.0,45.0,40.3,3.0,12283.0,11000.0,43.0,RUE DU CAIRE,1432,75002.0,75102,Paris 2e Arrondissement,75,75102000AN0110,2.349279,48.867684
278,2023-543782,2023-01-04,1904000.0,Appartement,1.0,130.0,146.49,5.0,12997.0,14646.0,26.0,RUE DES RENAUDES,2752,75017.0,75117,Paris 17e Arrondissement,75,75117000AM0041,2.298874,48.880278
279,2023-543783,2023-01-16,695000.0,Appartement,1.0,56.0,57.02,3.0,12189.0,12411.0,94.0,RUE PIERRE DEMOURS,7426,75017.0,75117,Paris 17e Arrondissement,75,75117000BJ0047,2.299243,48.883318
282,2023-543784,2023-01-06,162000.0,Appartement,1.0,16.0,15.89,1.0,10195.0,10125.0,10.0,PAS LATHUILLE,5378,75018.0,75118,Paris 18e Arrondissement,75,75118000AP0010,2.32787,48.8848
283,2023-543785,2023-01-05,557000.0,Appartement,0.0,41.0,41.25,2.0,13503.0,13585.0,3.0,RUE DE WASHINGTON,9942,75008.0,75108,Paris 8e Arrondissement,75,75108000AU0010,2.301563,48.87245
284,2023-543786,2023-01-11,273459.0,Appartement,0.0,37.0,37.53,3.0,7286.0,7391.0,23.0,AV CORENTIN CARIOU,2334,75019.0,75119,Paris 19e Arrondissement,75,75119000BY0034,2.384036,48.897228
286,2023-543788,2023-01-05,605000.0,Appartement,1.0,69.0,70.2,3.0,8618.0,8768.0,12.0,RUE CHAMPIONNET,1723,75018.0,75118,Paris 18e Arrondissement,75,75118000BX0022,2.351508,48.895389
288,2023-543790,2023-01-04,79750.0,Appartement,0.0,38.0,60.0,2.0,1329.0,2099.0,110.0,BD DE LA CHAPELLE,1765,75018.0,75118,Paris 18e Arrondissement,75,75118000CH0155,2.351059,48.88422
289,2023-543791,2023-01-12,3500.0,Appartement,0.0,164.0,,6.0,,21.0,210.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000AD0020,2.287458,48.879994
290,2023-543792,2023-01-11,390700.0,Appartement,0.0,35.0,38.51,2.0,10145.0,11163.0,12.0,RUE CADET,1407,75009.0,75109,Paris 9e Arrondissement,75,75109000AX0172,2.343411,48.87447
292,2023-543793,2023-01-11,550000.0,Appartement,1.0,60.0,63.11,3.0,8715.0,9167.0,2.0,VLA ORNANO,6949,75018.0,75118,Paris 18e Arrondissement,75,75118000BD0060,2.345251,48.896391
293,2023-543794,2023-01-12,6125.0,Appartement,0.0,160.0,,5.0,,38.0,210.0,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,75117000AD0020,2.287458,48.879994
295,2023-543795,2023-01-12,390000.0,Appartement,1.0,50.0,45.04,3.0,8659.0,7800.0,7.0,RUE DE LORRAINE,5755,75019.0,75119,Paris 19e Arrondissement,75,75119000CV0004,2.383816,48.884765
297,2023-543796,2023-01-10,284000.0,Appartement,1.0,36.0,,2.0,,7889.0,49.0,AV JEAN JAURES,4903,75019.0,75119,Paris 19e Arrondissement,75,75119000AW0006,2.375464,48.884405
298,2023-543797,2023-01-03,362900.0,Appartement,0.0,30.0,22.98,2.0,15792.0,12097.0,12.0,RUE DU TEMPLE,9191,75004.0,75104,Paris 4e Arrondissement,75,75104000AF0061,2.353312,48.85804
